NM_001180043.1	YAL068C
NM_001183286.1	YOL032W
NM_001183285.1	YOL031C
NM_001183284.1	YOL030W
NM_001183283.1	YOL029C
NM_001183282.1	YOL028C
NM_001183281.1	YOL027C
NM_001183280.1	YOL026C
unassigned_transcript_258	YNCO0008W
NM_001183279.1	YOL025W
NM_001183278.1	YOL024W
NM_001183277.1	YOL023W
NM_001183276.2	YOL022C
unassigned_transcript_259	YNCO0009W
NM_001183275.1	YOL021C
NM_001183274.1	YOL020W
unassigned_transcript_260	YNCO0010W
NM_001184622.1	YOL019W-A
NM_001183273.1	YOL019W
NM_001183272.1	YOL018C
NM_001183271.1	YOL017W
NM_001183270.1	YOL016C
NM_001183269.1	YOL015W
NM_001183268.1	YOL014W
unassigned_transcript_261	YNCO0011W
NM_001183267.1	YOL013C
NM_001183266.1	YOL012C
NM_001183265.1	YOL011W
NM_001183264.1	YOL010W
NM_001183263.1	YOL009C
NM_001183262.1	YOL008W
NM_001183261.1	YOL007C
NM_001183260.1	YOL006C
NM_001183259.1	YOL005C
NM_001183258.1	YOL004W
NM_001183257.1	YOL003C
NM_001183256.1	YOL002C
NM_001183255.1	YOL001W
NM_001183420.1	YOR001W
NM_001183421.1	YOR002W
NM_001183422.1	YOR003W
NM_001183423.1	YOR004W
NM_001183424.1	YOR005C
NM_001183425.1	YOR006C
NM_001183426.1	YOR007C
unassigned_transcript_262	YNCO0012C
NM_001183427.1	YOR008C
NM_001184305.1	YOR008C-A
NM_001183428.1	YOR009W
NM_001183429.1	YOR010C
NM_001183430.1	YOR011W
unassigned_transcript_263	YNCO0013C
NM_001184576.1	YOR011W-A
NM_001183431.1	YOR012W
NM_001183433.1	YOR014W
NM_001348876.1	YOR015W
NM_001183435.1	YOR016C
NM_001183436.1	YOR017W
NM_001183437.1	YOR018W
NM_001183438.1	YOR019W
NM_001183439.1	YOR020C
NM_001184536.1	YOR020W-A
NM_001183440.1	YOR021C
NM_001183441.1	YOR022C
NM_001183442.1	YOR023C
NM_001183444.1	YOR025W
NM_001183445.1	YOR026W
NM_001183446.1	YOR027W
NM_001183447.1	YOR028C
NM_001348877.1	YOR029W
NM_001183449.1	YOR030W
unassigned_transcript_264	YOR031W
NM_001183451.1	YOR032C
NM_001184624.1	YOR032W-A
NM_001183452.1	YOR033C
NM_001183453.1	YOR034C
NM_001184667.1	YOR034C-A
NM_001183454.1	YOR035C
NM_001183455.1	YOR036W
NM_001183456.1	YOR037W
NM_001183457.1	YOR038C
NM_001183458.1	YOR039W
NM_001183459.1	YOR040W
NR_132258.1	YNCO0014C
NM_001183461.1	YOR042W
NR_132259.1	YNCO0015C
NM_001183462.1	YOR043W
NM_001183463.1	YOR044W
NM_001183464.1	YOR045W
NM_001183465.1	YOR046C
NM_001183466.1	YOR047C
NM_001183467.1	YOR048C
NM_001183468.1	YOR049C
NM_001183470.1	YOR051C
NM_001183471.1	YOR052C
NM_001183473.1	YOR054C
NM_001183475.1	YOR056C
NM_001183476.1	YOR057W
NM_001183477.1	YOR058C
unassigned_transcript_265	YNCO0016W
NM_001183478.1	YOR059C
NM_001183479.1	YOR060C
NM_001183480.1	YOR061W
NM_001183481.1	YOR062C
NM_001183482.1	YOR063W
NM_001183483.1	YOR064C
NM_001183484.1	YOR065W
NM_001183485.1	YOR066W
NM_001183486.1	YOR067C
NM_001183488.1	YOR069W
NM_001183487.1	YOR068C
NM_001183489.1	YOR070C
NM_001183490.1	YOR071C
NM_001348878.1	YOR072W
unassigned_transcript_266	YNCO0017W
NM_001184526.1	YOR072W-B
NM_001183492.1	YOR073W
NM_001183493.1	YOR074C
NM_001183494.1	YOR075W
NM_001183495.1	YOR076C
NM_001183496.1	YOR077W
NM_001183497.1	YOR078W
NM_001183498.1	YOR079C
NM_001183499.1	YOR080W
NM_001183500.1	YOR081C
NM_001183502.1	YOR083W
NM_001183503.1	YOR084W
NM_001183504.1	YOR085W
NM_001183505.1	YOR086C
unassigned_transcript_267	YNCO0018W
NM_001183506.1	YOR087W
NM_001183508.1	YOR089C
NM_001183509.1	YOR090C
NM_001183510.1	YOR091W
NM_001183511.1	YOR092W
NM_001183512.1	YOR093C
NM_001183513.1	YOR094W
NM_001183514.1	YOR095C
NM_001183515.1	YOR096W
NM_001183516.1	YOR097C
NM_001183517.1	YOR098C
NM_001183518.1	YOR099W
NM_001183519.1	YOR100C
NM_001183520.1	YOR101W
NM_001183522.1	YOR103C
NM_001183523.1	YOR104W
NM_001270761.1	YOR105W
NM_001183525.1	YOR106W
NM_001183526.3	YOR107W
NM_001183527.1	YOR108W
NM_001183528.3	YOR109W
NM_001183529.1	YOR110W
NM_001183530.3	YOR111W
NM_001183531.1	YOR112W
NM_001183532.3	YOR113W
NM_001183533.1	YOR114W
NM_001183534.3	YOR115C
NM_001183535.1	YOR116C
NM_001183536.3	YOR117W
NM_001183537.1	YOR118W
NM_001183538.3	YOR119C
NM_001183539.1	YOR120W
NM_001183541.3	YOR122C
NM_001183542.1	YOR123C
NM_001183543.3	YOR124C
NM_001183544.1	YOR125C
NM_001183545.3	YOR126C
NM_001183546.1	YOR127W
NM_001183547.3	YOR128C
NM_001183548.1	YOR129C
NM_001183549.4	YOR130C
unassigned_transcript_268	YNCO0019W
NM_001183550.1	YOR131C
NM_001183551.3	YOR132W
NM_001183552.1	YOR133W
NM_001183553.3	YOR134W
NM_001183555.1	YOR136W
NM_001183556.3	YOR137C
NM_001183557.1	YOR138C
NM_001183559.4	YOR140W
NM_001183560.1	YOR141C
NM_001183561.3	YOR142W
unassigned_transcript_269	YNCO0020C
NM_001184386.2	YOR142W-B
NM_001184385.3	YOR142W-A
NM_001183562.1	YOR143C
NM_001183563.3	YOR144C
NM_001183564.1	YOR145C
NM_001183566.3	YOR147W
NM_001183567.1	YOR148C
NM_001183568.4	YOR149C
NM_001183569.1	YOR150W
NM_001183570.3	YOR151C
NM_001183571.1	YOR152C
NM_001183572.3	YOR153W
NM_001183573.1	YOR154W
NM_001183574.3	YOR155C
NM_001183575.1	YOR156C
NM_001183576.3	YOR157C
NM_001183577.1	YOR158W
NM_001183578.3	YOR159C
NM_001183579.1	YOR160W
NM_001183580.3	YOR161C
NM_001184625.1	YOR161C-C
NM_001183581.3	YOR162C
NM_001183582.1	YOR163W
NM_001183583.3	YOR164C
NM_001183584.1	YOR165W
NM_001183585.3	YOR166C
NM_001183586.1	YOR167C
NM_001183587.3	YOR168W
NM_001183590.1	YOR171C
NM_001183591.3	YOR172W
NM_001183592.1	YOR173W
NM_001183593.3	YOR174W
NM_001183594.1	YOR175C
NM_001183595.3	YOR176W
unassigned_transcript_270	YNCO0021C
NM_001183596.1	YOR177C
NM_001183597.3	YOR178C
NM_001183598.1	YOR179C
NM_001183599.3	YOR180C
NM_001183600.1	YOR181W
NM_001183601.3	YOR182C
NM_001183602.1	YOR183W
NM_001183603.3	YOR184W
NR_132260.1	YNCO0022C
NM_001183604.1	YOR185C
NM_001183605.3	YOR186W
NM_001183606.1	YOR187W
NM_001183607.3	YOR188W
NM_001183608.1	YOR189W
NM_001183609.3	YOR190W
NM_001183610.1	YOR191W
NM_001183611.3	YOR192C
NM_001184668.1	YOR192C-C
NM_001184388.4	YOR192C-B
NM_001184387.1	YOR192C-A
unassigned_transcript_271	YNCO0023W
NM_001183612.3	YOR193W
NM_001183613.1	YOR194C
NM_001183614.3	YOR195W
NM_001183615.1	YOR196C
NM_001183616.3	YOR197W
NM_001183617.1	YOR198C
NM_001183620.3	YOR201C
NM_001183621.1	YOR202W
NM_001183623.3	YOR204W
NM_001183624.1	YOR205C
NM_001183625.3	YOR206W
NM_001183626.1	YOR207C
NM_001183627.3	YOR208W
NM_001183628.1	YOR209C
NM_001183629.3	YOR210W
NM_001183630.1	YOR211C
NM_001183631.3	YOR212W
NM_001183632.1	YOR213C
NM_001183633.3	YOR214C
NM_001183634.1	YOR215C
NM_001183635.3	YOR216C
NM_001183636.1	YOR217W
NM_001183638.3	YOR219C
NM_001183639.1	YOR220W
NM_001183640.3	YOR221C
NM_001183641.1	YOR222W
NR_132261.1	YNCO0024C
NM_001183642.3	YOR223W
NM_001183643.1	YOR224C
NM_001183645.3	YOR226C
NM_001183646.1	YOR227W
NM_001183647.3	YOR228C
NM_001183648.1	YOR229W
NM_001183649.3	YOR230W
NM_001183650.1	YOR231W
NM_001183651.3	YOR232W
NM_001183652.1	YOR233W
NM_001183653.3	YOR234C
NM_001348879.1	YOR235W
NR_132262.1	YNCO0025W
NM_001183655.1	YOR236W
NM_001183656.3	YOR237W
NM_001183657.1	YOR238W
NM_001183658.6	YOR239W
NM_001183660.1	YOR241W
NM_001183661.3	YOR242C
NM_001183662.1	YOR243C
NM_001183663.3	YOR244W
NM_001183664.1	YOR245C
NM_001183665.3	YOR246C
NM_001183666.1	YOR247W
NM_001183668.3	YOR249C
NM_001183669.1	YOR250C
NM_001183670.3	YOR251C
NM_001183671.1	YOR252W
NM_001183672.3	YOR253W
NM_001183673.1	YOR254C
NM_001183674.3	YOR255W
NM_001183675.2	YOR256C
NM_001183676.3	YOR257W
NM_001183677.1	YOR258W
NM_001183678.3	YOR259C
NM_001183679.1	YOR260W
NM_001183680.3	YOR261C
NM_001183681.1	YOR262W
NM_001183683.3	YOR264W
NM_001183684.1	YOR265W
NM_001183685.3	YOR266W
NM_001183686.1	YOR267C
NM_001183687.3	YOR268C
NM_001183688.1	YOR269W
NM_001183689.3	YOR270C
NM_001183690.1	YOR271C
NR_132263.1	YNCO0026W
NM_001183691.3	YOR272W
NM_001183692.1	YOR273C
NM_001183693.3	YOR274W
NM_001183694.1	YOR275C
NM_001183695.3	YOR276W
NR_132264.1	YNCO0027C
NR_132265.1	YNCO0028W
NM_001183697.1	YOR278W
NM_001183698.3	YOR279C
NM_001183699.1	YOR280C
NM_001183700.3	YOR281C
NM_001183702.1	YOR283W
NM_001183703.3	YOR284W
NM_001183704.1	YOR285W
NM_001183705.3	YOR286W
NM_001183706.1	YOR287C
NM_001183707.3	YOR288C
NM_001183708.1	YOR289W
unassigned_transcript_272	YNCO0029C
NM_001183709.3	YOR290C
NM_001183710.1	YOR291W
NM_001183711.3	YOR292C
NM_001183712.1	YOR293W
NM_001184669.3	YOR293C-A
NM_001183713.1	YOR294W
NM_001183714.3	YOR295W
NM_001183715.1	YOR296W
NM_001183716.4	YOR297C
NM_001183717.1	YOR298W
NM_001184346.3	YOR298C-A
NM_001183718.1	YOR299W
NM_001183720.3	YOR301W
NM_001183721.1	YOR302W
NM_001183722.3	YOR303W
NM_001183724.1	YOR304W
NM_001183723.3	YOR304C-A
NM_001183725.1	YOR305W
NM_001183726.4	YOR306C
NM_001183727.1	YOR307C
NM_001183728.3	YOR308C
NM_001183730.1	YOR310C
NM_001183731.3	YOR311C
NM_001183732.1	YOR312C
NM_001183733.3	YOR313C
NM_001348880.1	YOR314W
NM_001183735.1	YOR315W
NM_001183736.3	YOR316C
NM_001184577.1	YOR316C-A
NM_001183737.3	YOR317W
NM_001183739.1	YOR319W
NM_001183740.3	YOR320C
NM_001183741.1	YOR321W
NM_001183742.3	YOR322C
NM_001183743.1	YOR323C
NM_001183744.3	YOR324C
NM_001183746.1	YOR326W
NM_001183747.3	YOR327C
NM_001183748.1	YOR328W
NM_001183749.3	YOR329C
NM_001183750.1	YOR330C
NM_001183752.3	YOR332W
NM_001183754.1	YOR334W
NM_001183755.3	YOR335C
NM_001183756.1	YOR336W
NM_001183757.3	YOR337W
NM_001183758.1	YOR338W
NM_001183759.3	YOR339C
NM_001183760.1	YOR340C
NM_001183761.3	YOR341W
NM_001183762.1	YOR342C
NM_001348881.1	YOR343C
NM_001184390.4	YOR343W-B
NM_001184389.1	YOR343W-A
unassigned_transcript_273	YNCO0030W
NM_001183764.3	YOR344C
unassigned_transcript_274	YNCO0031W
NM_001183766.1	YOR346W
NM_001183767.3	YOR347C
NM_001183768.1	YOR348C
NM_001183769.3	YOR349W
NM_001183770.1	YOR350C
NM_001183771.3	YOR351C
NM_001183772.1	YOR352W
NM_001183773.3	YOR353C
NM_001183774.1	YOR354C
NM_001183775.3	YOR355W
NM_001183776.1	YOR356W
NM_001183777.3	YOR357C
NM_001183778.1	YOR358W
NM_001183779.3	YOR359W
NM_001183780.1	YOR360C
NM_001183781.3	YOR361C
NM_001183782.1	YOR362C
NM_001183783.3	YOR363C
NM_001183785.1	YOR365C
NM_001183787.3	YOR367W
NM_001183788.1	YOR368W
NM_001183789.3	YOR369C
NM_001183790.1	YOR370C
NM_001183791.3	YOR371C
NM_001183792.1	YOR372C
NM_001183793.3	YOR373W
NM_001183794.1	YOR374W
NM_001183795.3	YOR375C
NM_001348882.1	YOR376W
NM_001184578.1	YOR376W-A
NM_001183797.3	YOR377W
NM_001183798.1	YOR378W
NM_001183800.3	YOR380W
NM_001183801.1	YOR381W
NM_001184579.3	YOR381W-A
NM_001183802.1	YOR382W
NM_001183803.3	YOR383C
NM_001183804.1	YOR384W
NM_001183805.3	YOR385W
NM_001183806.1	YOR386W
NM_001183807.3	YOR387C
NM_001183808.1	YOR388C
NM_001183809.3	YOR389W
NM_001183810.1	YOR390W
NM_001183811.3	YOR391C
NM_001183813.1	YOR393W
NM_001183814.3	YOR394W
NM_001184626.1	YOR394C-A
NM_001184447.3	YOR396W
NM_001184097.1	YPL283C
NM_001184096.1	YPL282C
NM_001184095.1	YPL281C
NM_001184094.1	YPL280W
NM_001184093.1	YPL279C
NM_001184092.1	YPL278C
NM_001184091.1	YPL277C
unassigned_transcript_275	YPL276W
unassigned_transcript_276	YPL275W
NM_001184088.1	YPL274W
NM_001184087.1	YPL273W
NM_001184086.1	YPL272C
NM_001184085.1	YPL271W
NM_001184084.1	YPL270W
NM_001184083.1	YPL269W
NM_001184082.1	YPL268W
NM_001184081.1	YPL267W
NM_001184080.1	YPL266W
NM_001184079.1	YPL265W
NM_001184078.1	YPL264C
NM_001184077.1	YPL263C
NM_001184076.1	YPL262W
NM_001348883.1	YPL261C
NM_001184074.1	YPL260W
NM_001184073.1	YPL259C
NR_188208.1	YNCP0025W
NM_001184072.1	YPL258C
unassigned_transcript_277	YNCP0001C
NM_001184392.2	YPL257W-B
NM_001184391.1	YPL257W-A
NM_001184071.1	YPL257W
NM_001184070.1	YPL256C
NM_001184069.1	YPL255W
NM_001184068.1	YPL254W
NM_001184067.1	YPL253C
NM_001184066.1	YPL252C
NM_001184064.1	YPL250C
NM_001184312.1	YPL249C-A
NM_001184063.1	YPL249C
NR_172478.1	YNCP0002W
NM_001184062.1	YPL248C
NM_001184061.1	YPL247C
NM_001184060.1	YPL246C
NM_001184059.1	YPL245W
NM_001184058.1	YPL244C
NM_001184057.1	YPL243W
NM_001184056.1	YPL242C
NM_001184055.1	YPL241C
NM_001184054.1	YPL240C
NM_001184053.1	YPL239W
NM_001184051.1	YPL237W
NM_001184050.1	YPL236C
NM_001184049.1	YPL235W
NM_001184048.1	YPL234C
NM_001184047.1	YPL233W
NM_001184046.1	YPL232W
NM_001184045.1	YPL231W
NM_001184044.1	YPL230W
NM_001184043.1	YPL229W
NM_001184042.1	YPL228W
NM_001184041.1	YPL227C
NM_001184040.1	YPL226W
NM_001184039.1	YPL225W
NM_001184038.2	YPL224C
NM_001184037.1	YPL223C
NM_001184036.1	YPL222W
NM_001184035.1	YPL221W
NM_001184034.1	YPL220W
NM_001184033.1	YPL219W
NM_001184032.1	YPL218W
NM_001184031.1	YPL217C
NM_001184030.1	YPL216W
NM_001184029.1	YPL215W
NM_001184028.1	YPL214C
NM_001184027.1	YPL213W
NM_001184026.1	YPL212C
NM_001184025.1	YPL211W
NM_001184024.1	YPL210C
NM_001184023.1	YPL209C
NM_001184022.1	YPL208W
NM_001184021.1	YPL207W
NM_001184020.1	YPL206C
NM_001184018.1	YPL204W
NM_001184017.1	YPL203W
NM_001184016.1	YPL202C
NM_001184015.1	YPL201C
NM_001184014.1	YPL200W
NM_001184013.1	YPL199C
NM_001184012.1	YPL198W
NR_132266.1	YNCP0003W
NM_001184010.1	YPL196W
NM_001184009.1	YPL195W
NM_001184008.1	YPL194W
NM_001184007.1	YPL193W
NM_001184006.1	YPL192C
NM_001184005.1	YPL191C
NM_001184004.1	YPL190C
NM_001184537.1	YPL189C-A
NM_001184003.1	YPL189W
NM_001184002.1	YPL188W
NM_001184001.1	YPL187W
NM_001184000.1	YPL186C
NM_001183998.1	YPL184C
NM_001184317.1	YPL183W-A
NM_001183997.1	YPL183C
NM_001183995.1	YPL181W
NM_001183994.1	YPL180W
NM_001183993.1	YPL179W
unassigned_transcript_278	YNCP0004C
NM_001183992.1	YPL178W
NM_001183991.1	YPL177C
NM_001183990.1	YPL176C
NM_001183989.1	YPL175W
NM_001183988.1	YPL174C
NM_001183987.1	YPL173W
NM_001183986.1	YPL172C
NM_001183985.1	YPL171C
NM_001183984.1	YPL170W
NM_001183983.1	YPL169C
NM_001183982.1	YPL168W
NM_001183981.1	YPL167C
NM_001183980.1	YPL166W
NM_001183979.1	YPL165C
NM_001183978.1	YPL164C
NM_001183977.1	YPL163C
NM_001183976.1	YPL162C
NM_001183975.1	YPL161C
NM_001183974.1	YPL160W
NM_001183973.1	YPL159C
NM_001183972.1	YPL158C
NM_001183971.1	YPL157W
NM_001183970.1	YPL156C
NM_001183969.1	YPL155C
NM_001183968.1	YPL154C
NM_001183967.1	YPL153C
NM_001184627.1	YPL152W-A
NM_001183966.1	YPL152W
NM_001183965.1	YPL151C
NM_001183964.1	YPL150W
NM_001183963.1	YPL149W
NM_001183962.1	YPL148C
NM_001183961.1	YPL147W
NM_001183960.1	YPL146C
NM_001183959.1	YPL145C
NM_001183958.1	YPL144W
NR_132267.1	YNCP0005C
NM_001183957.1	YPL143W
NM_001183955.1	YPL141C
NM_001183954.1	YPL140C
NM_001183953.1	YPL139C
NM_001183952.1	YPL138C
NM_001183951.1	YPL137C
NM_001183949.1	YPL135W
NM_001183948.1	YPL134C
NM_001183947.1	YPL133C
NM_001183946.1	YPL132W
NM_001183945.1	YPL131W
NM_001183944.1	YPL130W
NM_001183943.1	YPL129W
NM_001183942.1	YPL128C
NM_001183941.1	YPL127C
NM_001183940.1	YPL126W
NM_001183939.1	YPL125W
NM_001183938.1	YPL124W
NM_001183937.1	YPL123C
NM_001183936.1	YPL122C
NM_001183935.1	YPL121C
NM_001183934.1	YPL120W
NM_001184670.1	YPL119C-A
NM_001183933.1	YPL119C
NM_001183932.1	YPL118W
NM_001183931.1	YPL117C
NM_001183930.1	YPL116W
NM_001183929.1	YPL115C
NM_001183927.1	YPL113C
NM_001183926.1	YPL112C
unassigned_transcript_279	YNCP0006C
NM_001183925.1	YPL111W
NM_001183924.1	YPL110C
NM_001183923.1	YPL109C
NM_001183922.1	YPL108W
NM_001183921.1	YPL107W
NM_001183920.1	YPL106C
NM_001183919.1	YPL105C
NM_001183918.1	YPL104W
NM_001183917.1	YPL103C
NM_001183915.1	YPL101W
NM_001183914.1	YPL100W
NM_001183913.1	YPL099C
NM_001183912.1	YPL098C
NM_001183911.1	YPL097W
NM_001184515.1	YPL096C-A
NM_001183910.1	YPL096W
NM_001183909.1	YPL095C
NM_001183908.1	YPL094C
NM_001183907.1	YPL093W
NM_001183906.1	YPL092W
NM_001183905.1	YPL091W
NM_001183904.1	YPL090C
NM_001183903.1	YPL089C
NM_001183902.1	YPL088W
NM_001183901.1	YPL087W
NM_001183900.1	YPL086C
NM_001183899.1	YPL085W
NM_001183898.1	YPL084W
NM_001183897.1	YPL083C
NM_001183896.1	YPL082C
NM_001183895.1	YPL081W
NM_001348884.1	YPL080C
NM_001183893.1	YPL079W
NM_001183892.1	YPL078C
NM_001183891.1	YPL077C
NM_001183890.1	YPL076W
NM_001183889.1	YPL075W
NM_001183888.1	YPL074W
NM_001183886.1	YPL072W
NM_001183885.1	YPL071C
NM_001183884.1	YPL070W
NM_001183883.1	YPL069C
NM_001183882.1	YPL068C
NM_001183881.1	YPL067C
NM_001183880.1	YPL066W
NM_001183879.1	YPL065W
NM_001183878.1	YPL064C
NM_001183877.1	YPL063W
NM_001348885.1	YPL062W
NM_001183875.1	YPL061W
NM_001183874.1	YPL060W
unassigned_transcript_280	YNCP0007C
NM_001305015.2	YPL060C-A
NM_001183873.1	YPL059W
NM_001183872.1	YPL058C
NM_001183871.1	YPL057C
NM_001183870.1	YPL056C
NM_001183869.1	YPL055C
NM_001183868.1	YPL054W
NM_001183867.1	YPL053C
NM_001183866.4	YPL052W
NM_001183865.1	YPL051W
NM_001183864.1	YPL050C
NM_001183863.1	YPL049C
NM_001183862.1	YPL048W
NM_001183861.1	YPL047W
NM_001183860.1	YPL046C
NM_001183859.1	YPL045W
NM_001183857.1	YPL043W
NM_001183856.1	YPL042C
NM_001183855.1	YPL041C
NM_001183854.1	YPL040C
NM_001183853.1	YPL039W
NM_001184580.1	YPL038W-A
NM_001183852.1	YPL038W
NM_001183851.1	YPL037C
NM_001183850.1	YPL036W
NM_001183848.1	YPL034W
NM_001183847.1	YPL033C
NM_001183846.1	YPL032C
NM_001183845.1	YPL031C
NM_001183844.1	YPL030W
NM_001183843.1	YPL029W
NM_001183842.1	YPL028W
NM_001183841.1	YPL027W
NM_001183840.1	YPL026C
NM_001183838.1	YPL024W
NM_001183837.1	YPL023C
NM_001183836.1	YPL022W
NM_001183835.1	YPL021W
NM_001183834.1	YPL020C
NM_001183833.1	YPL019C
NM_001183832.1	YPL018W
NM_001183831.1	YPL017C
NM_001183830.2	YPL016W
NM_001183829.1	YPL015C
NM_001183828.1	YPL014W
NM_001183827.1	YPL013C
NM_001183826.1	YPL012W
NM_001183825.1	YPL011C
NM_001183824.1	YPL010W
NM_001183823.1	YPL009C
NM_001183822.1	YPL008W
NM_001183821.1	YPL007C
NM_001183820.1	YPL006W
NM_001183819.1	YPL005W
NM_001183818.1	YPL004C
NM_001183817.1	YPL003W
NM_001183816.1	YPL002C
NM_001183815.1	YPL001W
NM_001184098.1	YPR001W
NM_001184099.1	YPR002W
unassigned_transcript_281	YNCP0008C
NM_001184100.1	YPR003C
NM_001184101.1	YPR004C
NM_001184102.1	YPR005C
NM_001184103.1	YPR006C
NM_001184104.1	YPR007C
unassigned_transcript_282	YNCP0009W
NM_001184105.1	YPR008W
NM_001184106.1	YPR009W
NM_001184107.1	YPR010C
unassigned_transcript_283	YNCP0010W
NM_001184689.1	YPR010C-A
NM_001184108.1	YPR011C
NM_001184110.1	YPR013C
NM_001348886.1	YPR014C
NR_188209.1	YNCP0026W
NM_001184112.1	YPR015C
NM_001184113.1	YPR016C
NM_001184114.1	YPR017C
NM_001184115.1	YPR018W
NM_001184116.1	YPR019W
NM_001184117.1	YPR020W
NM_001184118.1	YPR021C
NM_001184119.1	YPR022C
NM_001184120.1	YPR023C
NM_001184121.1	YPR024W
NM_001184122.1	YPR025C
NM_001184123.1	YPR026W
NM_001184124.1	YPR027C
unassigned_transcript_284	YNCP0011C
NM_001184125.1	YPR028W
NM_001184126.1	YPR029C
NM_001184127.1	YPR030W
NM_001184128.1	YPR031W
NM_001184129.1	YPR032W
NM_001184130.1	YPR033C
NM_001184131.1	YPR034W
NM_001184132.2	YPR035W
NM_001184133.1	YPR036W
NM_001184516.1	YPR036W-A
NM_001184134.1	YPR037C
NM_001395041.1	YPR038W
NM_001184137.1	YPR040W
NM_001184138.1	YPR041W
NM_001184139.1	YPR042C
NM_001184140.1	YPR043W
NM_001184142.1	YPR045C
NM_001184143.1	YPR046W
NM_001184144.1	YPR047W
NM_001184145.1	YPR048W
NM_001184146.1	YPR049C
NM_001184148.1	YPR051W
NM_001184149.1	YPR052C
NM_001348887.1	YPR053C
NM_001184151.1	YPR054W
NM_001184152.1	YPR055W
NM_001184153.1	YPR056W
NM_001184154.1	YPR057W
NM_001184155.1	YPR058W
NM_001184157.1	YPR060C
NM_001184158.1	YPR061C
NM_001184159.1	YPR062W
NM_001184160.1	YPR063C
NM_001348888.1	YPR064W
NM_001184162.1	YPR065W
NM_001184163.1	YPR066W
NM_001184164.1	YPR067W
NM_001184165.1	YPR068C
NM_001184166.1	YPR069C
NM_001184167.1	YPR070W
NM_001184168.1	YPR071W
unassigned_transcript_285	YNCP0012W
NM_001184169.1	YPR072W
NM_001184170.1	YPR073C
NM_001184171.1	YPR074C
NM_001184172.1	YPR075C
NM_001184175.1	YPR078C
NM_001184176.1	YPR079W
NM_001184177.1	YPR080W
NM_001184178.1	YPR081C
NM_001184179.1	YPR082C
NM_001184180.1	YPR083W
NM_001184181.1	YPR084W
NM_001184182.1	YPR085C
NM_001184183.1	YPR086W
NM_001184185.1	YPR088C
NM_001184186.1	YPR089W
NM_001184188.1	YPR091C
NR_132268.1	YNCP0013C
NR_132269.1	YNCP0014C
NR_132270.1	YNCP0015C
NM_001184190.1	YPR093C
NM_001184191.1	YPR094W
NM_001184192.1	YPR095C
NM_001184193.1	YPR096C
NM_001184194.2	YPR097W
NM_001184195.1	YPR098C
NM_001387383.1	YPR099C
NM_001184197.1	YPR100W
NM_001184198.1	YPR101W
NM_001184199.1	YPR102C
NM_001184200.1	YPR103W
NM_001184201.1	YPR104C
NM_001184202.1	YPR105C
NM_001184203.1	YPR106W
NM_001184204.1	YPR107C
NM_001184205.1	YPR108W
unassigned_transcript_286	YNCP0016W
NM_001184206.1	YPR109W
NM_001184207.1	YPR110C
NM_001184208.1	YPR111W
NM_001184209.1	YPR112C
NM_001184210.1	YPR113W
NM_001184211.1	YPR114W
NM_001184212.1	YPR115W
NM_001184213.1	YPR116W
NM_001184214.1	YPR117W
NM_001184215.1	YPR118W
unassigned_transcript_287	YNCP0017C
NM_001184216.1	YPR119W
NM_001184217.1	YPR120C
unassigned_transcript_288	YNCP0018C
NM_001184218.2	YPR121W
NM_001184219.1	YPR122W
NM_001184221.1	YPR124W
NM_001184222.1	YPR125W
NM_001184224.1	YPR127W
NM_001184225.1	YPR128C
NM_001184226.1	YPR129W
NM_001184228.1	YPR131C
NM_001184229.1	YPR132W
NM_001184230.1	YPR133C
NM_001184307.1	YPR133W-A
NM_001184231.1	YPR134W
NM_001184232.1	YPR135W
NM_001184234.1	YPR137W
NM_001184394.2	YPR137C-B
NM_001184393.1	YPR137C-A
unassigned_transcript_289	YNCP0019W
NM_001184235.1	YPR138C
NM_001184236.1	YPR139C
NM_001184237.1	YPR140W
NM_001184238.1	YPR141C
NM_001184240.1	YPR143W
unassigned_transcript_290	YNCP0020W
NM_001184241.1	YPR144C
NR_132271.1	YNCP0021W
NM_001184242.1	YPR145W
NM_001184687.1	YPR145C-A
NM_001184244.1	YPR147C
NM_001184245.1	YPR148C
NM_001184246.1	YPR149W
NM_001184248.1	YPR151C
NM_001184249.1	YPR152C
NM_001184250.1	YPR153W
NM_001184251.1	YPR154W
NM_001184252.1	YPR155C
NM_001184253.1	YPR156C
NM_001184254.1	YPR157W
NM_001184255.1	YPR158W
NM_001184398.2	YPR158W-B
NM_001184397.1	YPR158W-A
NM_001184396.2	YPR158C-D
NM_001184395.1	YPR158C-C
unassigned_transcript_291	YNCP0022W
NM_001184256.1	YPR159W
NM_001184628.1	YPR159C-A
unassigned_transcript_292	YNCP0023W
NM_001184257.1	YPR160W
NM_001184258.1	YPR161C
NM_001184259.1	YPR162C
NM_001184260.1	YPR163C
NM_001184261.1	YPR164W
NM_001184262.1	YPR165W
NM_001184263.1	YPR166C
NM_001184264.1	YPR167C
NM_001184265.1	YPR168W
NM_001184266.1	YPR169W
unassigned_transcript_293	YNCP0024C
NM_001184525.1	YPR170W-B
NM_001184268.1	YPR171W
NM_001184269.1	YPR172W
NM_001184270.1	YPR173C
NM_001184271.1	YPR174C
NM_001184272.1	YPR175W
NM_001184273.1	YPR176C
NM_001184275.1	YPR178W
NM_001184276.1	YPR179C
NM_001184277.1	YPR180W
NM_001184278.1	YPR181C
